0 116	0 204	3	1
0 116	0 275	10	1
0 116	0 295	-10	1
0 117	0 55	-1	1
0 117	0 56	-7	1
0 117	0 73	5	1
0 117	0 94	-1	1
0 117	0 125	-1	1
0 117	0 194	7	1
0 118	0 253	4	1
0 118	0 258	-2	1
0 118	0 270	3	1
0 118	0 292	9	1
0 119	0 21	-4	1
0 119	0 91	9	1
0 119	0 96	-1	1
0 119	0 169	8	1
0 119	0 233	2	1
0 120	0 35	-8	1
0 120	0 47	8	1
0 120	0 79	3	1
0 120	0 177	8	1
0 120	0 201	-9	1
0 120	0 264	-6	1
0 120	0 269	7	1
0 121	0 148	8	1
0 123	0 280	2	1
0 125	0 67	6	1
0 125	0 187	-6	1
0 125	0 288	3	1
0 126	0 175	-3	1
0 127	0 62	4	1
0 127	0 137	3	1
0 127	0 190	7	1
0 128	0 46	5	1
0 128	0 52	1	1
0 128	0 79	-4	1
0 128	0 108	-2	1
0 128	0 114	-9	1
0 128	0 268	1	1
0 129	0 115	-3	1
0 130	0 43	-4	1
0 131	0 5	-2	1
0 131	0 228	-10	1
0 132	0 15	-1	1
0 132	0 19	6	1
0 132	0 81	-4	1
0 132	0 116	-1	1
0 132	0 135	3	1
0 132	0 242	8	1
0 132	0 283	7	1
0 133	0 9	-4	1
0 133	0 51	4	1
0 133	0 63	-8	1
0 133	0 100	7	1
0 133	0 103	4	1
0 133	0 156	-3	1
0 133	0 244	6	1
0 133	0 301	-2	1
0 134	0 163	5	1
0 135	0 26	-5	1
0 135	0 30	-8	1
0 135	0 145	-7	1
0 136	0 58	-1	1
0 136	0 87	4	1
0 137	0 137	5	1
0 137	0 168	10	1
0 138	0 162	-6	1
0 139	0 24	-6	1
0 139	0 80	-3	1
0 139	0 143	-8	1
0 139	0 232	-10	1
0 140	0 126	9	1
0 140	0 127	8	1
0 140	0 153	-2	1
0 141	0 3	-3	1
0 141	0 215	4	1
0 142	0 5	8	1
0 142	0 16	-8	1
0 142	0 100	1	1
0 142	0 170	5	1
0 142	0 191	5	1
0 142	0 237	6	1
0 143	0 273	-6	1
0 144	0 99	-9	1
0 144	0 170	-8	1
0 144	0 208	1	1
0 146	0 93	-2	1
0 146	0 140	-10	1
0 146	0 160	9	1
0 146	0 235	2	1
0 146	0 244	-6	1
0 146	0 288	1	1
0 147	0 56	4	1
0 147	0 101	-6	1
0 147	0 208	7	1
0 147	0 292	7	1
0 148	0 97	6	1
0 148	0 103	2	1
0 148	0 277	-10	1
0 149	0 17	9	1
0 149	0 40	10	1
0 149	0 52	7	1
0 149	0 88	9	1
0 149	0 124	-9	1
0 149	0 185	2	1
0 150	0 167	8	1
0 150	0 206	5	1
0 151	0 177	1	1
0 151	0 256	-3	1
0 152	0 98	2	1
0 152	0 242	-2	1
0 152	0 263	5	1
0 153	0 72	-7	1
0 153	0 99	7	1
0 153	0 124	5	1
0 153	0 140	-4	1
0 154	0 1	5	1
0 154	0 92	-4	1
0 154	0 107	-4	1
0 155	0 53	8	1
0 156	0 153	1	1
0 156	0 162	-4	1
0 156	0 193	3	1
0 156	0 286	1	1
0 157	0 96	4	1
0 158	0 54	-5	1
0 158	0 119	9	1
0 158	0 171	1	1
0 159	0 79	4	1
0 159	0 189	4	1
0 159	0 240	-3	1
0 159	0 248	-8	1
0 160	0 16	6	1
0 160	0 274	-4	1
0 161	0 2	-5	1
0 161	0 23	-8	1
0 161	0 178	2	1
0 161	0 244	6	1
0 161	0 304	-1	1
0 162	0 51	5	1
0 162	0 177	-7	1
0 162	0 193	1	1
0 162	0 194	-10	1
0 163	0 79	8	1
0 163	0 240	-9	1
0 163	0 261	-9	1
0 164	0 16	-5	1
0 164	0 26	-3	1
0 164	0 114	6	1
0 164	0 137	-9	1
0 164	0 228	-8	1
0 165	0 129	9	1
0 165	0 214	-6	1
0 165	0 232	10	1
0 165	0 256	1	1
0 166	0 246	8	1
0 167	0 64	10	1
0 167	0 75	6	1
0 167	0 141	2	1
0 167	0 226	-8	1
0 167	0 272	3	1
0 168	0 156	-9	1
0 168	0 161	-2	1
0 168	0 217	9	1
0 170	0 170	10	1
0 170	0 181	-10	1
0 171	0 15	6	1
0 171	0 18	-7	1
0 171	0 289	5	1
0 172	0 27	-7	1
0 172	0 52	4	1
0 172	0 155	10	1
0 172	0 178	-7	1
0 172	0 246	-3	1
0 172	0 249	-2	1
0 172	0 272	8	1
0 172	0 276	10	1
0 173	0 14	9	1
0 173	0 76	-5	1
0 173	0 98	2	1
0 173	0 106	8	1
0 173	0 158	-5	1
0 173	0 203	6	1
0 173	0 248	-7	1
0 174	0 124	-2	1
0 174	0 153	10	1
0 174	0 176	8	1
0 174	0 187	-4	1
0 174	0 277	2	1
0 174	0 284	-8	1
0 175	0 42	-7	1
0 175	0 99	-6	1
0 175	0 170	-4	1
0 175	0 193	-6	1
0 175	0 271	-5	1
0 176	0 162	6	1
0 176	0 176	6	1
0 177	0 60	-9	1
0 177	0 62	3	1
0 177	0 124	-7	1
0 177	0 211	8	1
0 177	0 227	5	1
0 178	0 70	3	1
0 178	0 147	-8	1
0 179	0 62	3	1
0 179	0 210	-5	1
0 179	0 216	4	1
0 180	0 148	7	1
0 180	0 229	-5	1
0 181	0 301	-8	1
0 182	0 207	-4	1
0 183	0 156	-2	1
0 183	0 214	-8	1
0 183	0 278	-3	1
0 184	0 59	3	1
0 184	0 76	-9	1
0 184	0 161	-2	1
0 184	0 177	6	1
0 184	0 190	-1	1
0 184	0 297	3	1
0 185	0 121	-10	1
0 185	0 187	-8	1
0 185	0 282	10	1
0 185	0 290	8	1
0 186	0 70	-2	1
0 186	0 88	6	1
0 186	0 129	-1	1
0 186	0 169	5	1
0 186	0 195	10	1
0 186	0 270	8	1
0 187	0 71	-10	1
0 187	0 91	7	1
0 187	0 202	6	1
0 188	0 131	-6	1
0 188	0 158	8	1
0 189	0 46	-4	1
0 189	0 277	7	1
0 191	0 62	8	1
0 191	0 118	2	1
0 191	0 138	-4	1
0 191	0 181	9	1
0 191	0 226	-2	1
0 193	0 56	-7	1
0 193	0 74	7	1
0 193	0 124	-2	1
0 193	0 217	5	1
0 193	0 227	1	1
0 194	0 290	-5	1
0 195	0 246	-5	1
0 196	0 150	8	1
0 196	0 290	1	1
0 198	0 63	-3	1
0 198	0 108	8	1
0 198	0 184	-6	1
0 198	0 216	-4	1
0 200	0 1	-1	1
0 200	0 21	6	1
0 200	0 304	-2	1
0 201	0 53	-1	1
0 201	0 153	-5	1
0 201	0 219	6	1
0 202	0 13	-9	1
0 202	0 43	-10	1
0 202	0 149	8	1
0 204	0 2	10	1
0 204	0 44	9	1
0 204	0 85	3	1
0 204	0 90	-5	1
0 204	0 142	9	1
0 205	0 96	4	1
0 206	0 12	-10	1
0 206	0 29	-4	1
0 206	0 155	10	1
0 206	0 215	8	1
0 207	0 46	5	1
0 208	0 61	10	1
0 208	0 231	-9	1
0 209	0 207	-6	1
0 210	0 89	-8	1
0 211	0 143	-8	1
0 211	0 231	1	1
0 212	0 53	-3	1
0 212	0 55	-5	1
0 212	0 134	5	1
0 212	0 199	9	1
0 212	0 281	-8	1
0 212	0 285	8	1
0 212	0 289	-1	1
0 213	0 38	-1	1
0 213	0 296	4	1
0 214	0 68	-3	1
0 214	0 181	-7	1
0 214	0 225	-8	1
0 214	0 299	2	1
0 215	0 129	-9	1
0 215	0 161	2	1
0 216	0 188	1	1
0 216	0 207	-3	1
0 216	0 238	5	1
0 217	0 58	3	1
0 217	0 93	-10	1
0 217	0 94	-2	1
0 218	0 136	8	1
0 218	0 217	-10	1
0 219	0 53	-9	1
0 219	0 69	10	1
0 219	0 100	-6	1
0 219	0 288	-1	1
0 220	0 27	7	1
0 220	0 179	9	1
0 221	0 1	7	1
0 221	0 12	-6	1
0 221	0 68	-10	1
0 221	0 125	7	1
0 221	0 207	10	1
0 221	0 254	-4	1
0 221	0 264	3	1
0 222	0 155	10	1
0 223	0 80	-1	1
0 223	0 131	10	1
0 223	0 133	10	1
0 223	0 152	-5	1
0 223	0 176	2	1
0 223	0 213	-6	1
0 223	0 301	-9	1
0 224	0 135	4	1
0 224	0 247	2	1
0 225	0 115	9	1
0 225	0 154	-5	1
0 225	0 168	6	1
0 225	0 208	1	1
0 225	0 266	-1	1
0 226	0 90	-9	1
0 226	0 240	-3	1
0 227	0 14	8	1
0 227	0 187	-8	1
0 227	0 206	-7	1
0 228	0 99	9	1
0 228	0 155	-10	1
0 228	0 232	8	1
0 229	0 23	1	1
0 230	0 128	-7	1
0 230	0 297	9	1
0 230	0 303	-5	1
0 231	0 13	-10	1
0 231	0 38	5	1
0 231	0 103	-3	1
0 231	0 160	-1	1
0 231	0 198	-9	1
0 231	0 230	-5	1
0 232	0 47	9	1
0 232	0 52	-5	1
0 232	0 81	8	1
0 232	0 229	5	1
0 232	0 237	2	1
0 233	0 116	-7	1
0 233	0 121	-10	1
0 233	0 191	6	1
0 233	0 242	-8	1
0 234	0 38	4	1
0 234	0 79	-2	1
0 234	0 160	9	1
0 234	0 228	-1	1
0 235	0 202	8	1
0 235	0 226	1	1
0 237	0 172	-5	1
0 237	0 175	1	1
0 237	0 180	-9	1
0 238	0 41	-4	1
0 238	0 150	6	1
0 238	0 165	-6	1
0 239	0 149	-2	1
0 239	0 177	1	1
0 239	0 227	5	1
0 240	0 13	10	1
0 240	0 34	-3	1
0 240	0 59	10	1
0 241	0 55	10	1
0 241	0 83	6	1
0 241	0 135	-7	1
0 241	0 205	-3	1
0 241	0 279	1	1
0 241	0 296	9	1
0 242	0 177	3	1
0 242	0 179	9	1
0 243	0 144	-10	1
0 243	0 176	-3	1
0 244	0 129	-6	1
0 244	0 134	-7	1
0 244	0 255	-8	1
0 245	0 142	-3	1
0 245	0 210	-2	1
0 245	0 270	-7	1
0 246	0 93	5	1
0 246	0 152	-10	1
0 246	0 189	-9	1
0 247	0 12	10	1
0 247	0 13	1	1
0 247	0 45	-5	1
0 247	0 221	-5	1
0 247	0 249	3	1
0 248	0 121	-7	1
0 248	0 171	9	1
0 249	0 173	8	1
0 249	0 258	7	1
0 250	0 183	8	1
0 250	0 273	-2	1
0 251	0 36	-4	1
0 251	0 45	6	1
0 251	0 118	1	1
0 251	0 295	6	1
0 252	0 5	7	1
0 252	0 174	-8	1
0 252	0 204	-3	1
0 254	0 25	2	1
0 254	0 33	5	1
0 254	0 180	-10	1
0 254	0 252	-9	1
0 255	0 115	-5	1
0 255	0 173	-10	1
0 256	0 82	8	1
0 256	0 106	-9	1
0 256	0 246	4	1
0 257	0 11	-2	1
0 257	0 77	-3	1
0 257	0 193	7	1
0 257	0 216	10	1
0 257	0 245	-1	1
0 258	0 60	-1	1
0 258	0 197	2	1
0 259	0 99	-4	1
0 259	0 119	-10	1
0 259	0 225	-1	1
0 259	0 260	2	1
0 260	0 122	-6	1
0 261	0 108	3	1
0 261	0 196	-3	1
0 262	0 23	-2	1
0 262	0 30	-9	1
0 262	0 45	5	1
0 262	0 163	-3	1
0 263	0 76	1	1
0 263	0 145	-1	1
0 263	0 170	7	1
0 263	0 262	1	1
0 264	0 140	8	1
0 264	0 193	-4	1
0 264	0 223	-1	1
0 264	0 246	4	1
0 265	0 56	-5	1
0 265	0 75	9	1
0 265	0 108	-1	1
0 265	0 180	1	1
0 265	0 262	-1	1
0 265	0 299	-3	1
0 266	0 80	4	1
0 266	0 128	-2	1
0 266	0 195	10	1
0 266	0 295	4	1
0 267	0 15	-3	1
0 267	0 276	-8	1
0 268	0 2	-3	1
0 268	0 142	7	1
0 268	0 241	1	1
0 268	0 292	-1	1
0 269	0 11	-1	1
0 269	0 85	-6	1
0 270	0 20	-9	1
0 272	0 112	-4	1
0 272	0 126	3	1
0 272	0 303	8	1
0 273	0 93	-7	1
0 273	0 107	-9	1
0 273	0 113	-10	1
0 273	0 131	-1	1
0 273	0 298	-9	1
0 274	0 25	8	1
0 274	0 192	4	1
0 274	0 200	1	1
0 274	0 202	-6	1
0 274	0 230	-10	1
0 275	0 25	5	1
0 276	0 100	1	1
0 276	0 130	-8	1
0 276	0 153	7	1
0 277	0 17	-3	1
0 277	0 266	10	1
0 278	0 79	8	1
0 278	0 127	5	1
0 278	0 212	-6	1
0 279	0 16	10	1
0 279	0 110	-8	1
0 280	0 1	-2	1
0 281	0 60	-8	1
0 281	0 215	-2	1
0 281	0 291	-8	1
0 282	0 21	8	1
0 282	0 60	5	1
0 282	0 89	6	1
0 282	0 107	-2	1
0 282	0 163	-6	1
0 283	0 43	-2	1
0 283	0 72	9	1
0 283	0 73	-2	1
0 283	0 80	-3	1
0 283	0 138	8	1
0 283	0 165	9	1
0 283	0 182	8	1
0 283	0 183	4	1
0 284	0 19	1	1
0 284	0 59	10	1
0 284	0 128	-9	1
0 284	0 261	4	1
0 285	0 81	-4	1
0 285	0 203	-1	1
0 285	0 237	10	1
0 285	0 254	-4	1
0 285	0 272	3	1
0 286	0 92	4	1
0 286	0 165	9	1
0 287	0 60	7	1
0 287	0 139	5	1
0 288	0 193	10	1
0 288	0 304	1	1
0 289	0 10	8	1
0 289	0 49	9	1
0 290	0 20	3	1
0 290	0 49	-6	1
0 290	0 252	-4	1
0 290	0 260	-9	1
0 291	0 22	-2	1
0 291	0 69	5	1
0 291	0 103	8	1
0 291	0 165	7	1
0 292	0 28	-9	1
0 292	0 222	-10	1
0 293	0 75	5	1
0 294	0 52	-3	1
0 294	0 228	-9	1
0 295	0 198	-5	1
0 295	0 268	-5	1
0 296	0 202	8	1
0 296	0 252	5	1
0 297	0 61	-5	1
0 297	0 129	-5	1
0 297	0 203	5	1
0 297	0 239	-2	1
0 297	0 245	-5	1
0 297	0 303	-4	1
0 298	0 16	2	1
0 298	0 58	4	1
0 298	0 103	-5	1
0 298	0 138	-2	1
0 299	0 12	-1	1
0 299	0 40	2	1
0 299	0 75	-2	1
0 299	0 82	8	1
0 299	0 114	-6	1
0 299	0 277	-3	1
0 300	0 207	7	1
0 300	0 242	6	1
0 300	0 300	-1	1
0 301	0 48	-6	1
0 301	0 303	-7	1
0 302	0 99	-1	1
0 302	0 249	5	1
0 303	0 16	-5	1
0 303	0 211	-10	1
0 304	0 45	9	1
0 304	0 61	-2	1
0 304	0 135	3	1
0 304	0 178	-5	1
0 304	0 250	-3	1
